,Course Name,State,County,City,Street,Zip Code,Website,Email,Phone,Green Fees Weekend,Green Fees Weekday,Year Built,Annual Rounds,Manager,Club Pro,Superintendant,Guest Policy,Holes
15029,Cold Spring Country Club,NY,Suffolk,Cold Spring Harbor,E Gate Dr,11724-,,,516-367-3513,$35.00,$25.00,1923,N/A,Tom Herzog,Tom Herzog,Peter Candeloia,Reciprocal,18
15030,Hidden Acres Golf Course,NY,Erie,Colden,7599 Davis Rd,14033-,,,716-941-9034,$9.00,$8.00,1990,N/A,"Bob Wells, Sr.","Bob Wells, Sr.","Bob Wells, Jr.",Open,9
15031,Gowanda Country Club,NY,Erie,Collins,2623 Brown St,14034-9782,,,716-337-2100,$24.00,$24.00,1956,"28,000 (estimated)",Kevin Mosher,Paul Agone,Mike Masterson,Reciprocal,18
15032,Hamlet Golf & Country Club,NY,Suffolk,Commack,1 Clubhouse Rd,11725-,,,516-864-9048,$75.00,$60.00,1992,"29,053 (estimated)",Tim Dellapace,Paul Trebendis,Ken Lochridge,Only with a Member,18
15033,Conesus Golf Club,NY,Livingston,Conesus,1 Pine Alley,14435-1147,,,585-346-2100,$18.00,$17.00,1973,"32,000 (estimated)",Kevin Regan,Kevin Regan,Ned Rasmussen,Open,18
15034,Championship Course at Rockland Lake State Park,NY,Rockland,Congers,Route 9w & Lake Rd,10920-,,,845-268-6250,$29.00,$24.00,1965,"85,000 (estimated)",Mark Burrell,Mark Burrell,Brad Canning,Open,36
15035,Executive Course at Rockland Lake State Park,NY,Rockland,Congers,Route 9w & Lake Rd,10920-,,,845-268-6250,$16.00,$14.00,1965,"85,000 (estimated)",Mark Burrell,Mark Burrell,Brad Canning,Open,36
15036,Conklin Players Club,NY,Broome,Conklin,1520 Conklin Rd,13748-1745,,,607-775-3042,$36.00,$27.00,1991,N/A,Theresa Rickard,Theresa Rickard,Richard Rickard,Open,18
15037,Leatherstocking Golf Course,NY,Otsego,Cooperstown,Nelson Ave,13326-1042,,golf@otesaga.com,607-547-5275,$80.00,$70.00,1909,"25,000 (estimated)",Dan Spooner,Dan Spooner,Bernard Banas,Open,18
15038,Undermountain Golf Course,NY,Columbia,Copake,274 Undermountain Rd,12516-,,info@undermountaingolf.com,518-329-4444,$17.00,$15.00,1972,"16,000 (estimated)",Trish MacArthur,Fred Murnane,John Shakshober,Open,9
15039,Bretton Woods Golf Course,NY,Suffolk,Coram,1027 Clubhouse Ct,11727-,,brett1027@aol.com,516-698-4513,$10.00,$8.00,1973,"25,000 (estimated)",Joe Loney,Joe Loney,Paul Wolkiewicz,Closed,9
15040,Corning Country Club,NY,Steuben,Corning,121 E Corning Rd,14830-,,www.corningccinc.com,607-936-3392,$30.00,$30.00,1918,"27,000 (estimated)",Art Leach,Mike Heib,Paul Mulholland,Reciprocal,18
15041,Storm King Golf Club,NY,Orange,Cornwall,Ridge Rd,12518-,,,914-534-3844,$35.00,$25.00,1894,"27,500 (estimated)",Jeanine Burich,Jerry Impelittiere,George Ulbrich,Reciprocal,9
15042,Cortland Country Club,NY,Cortland,Cortland,West Rd,13045-,,,607-753-8811,$30.00,$30.00,1910,N/A,Mike Coggi,Anthony Saraceno,Dave Sipfle,Reciprocal,18
15043,Elm Tree Golf Course,NY,Cortland,Cortland,283 State Route 13,13045-9362,,,607-753-1341,$15.00,$12.00,1964,"30,000 (estimated)",Bruce Martins,Karen Lang,Ken Buggs,Open,18
15044,Walden Oaks Golf Course,NY,Cortland,Cortland,3369 Walden Oaks Blvd,13045-8875,,,607-753-9452,$17.00,$14.00,1993,N/A,Marcus Bernardo,Marcus Bernardo,Mathew Cone,Open,18
15045,Willowbrook Golf Club,NY,Cortland,Cortland,3267 Route 215,13045-9400,,,607-756-7382,$15.00,$12.00,1928,"33,500 (estimated)",Tammy Timmerman,Tammy Timmerman,Mike Timmerman,Open,18
15046,Copake Country Club,NY,Columbia,Craryville,44 Golf Course Rd,12521-5513,,,518-325-4338,$27.00,$16.00,,"34,000 (estimated)",Ben Nachbar,Ben Nachbar,Mark Anderson,Open,18
15047,Hudson National Golf Club,NY,Westchester,Croton On Hudson,40 Arrowcrest Dr,10520-1517,,dtyson@hngcnet.com,914-271-7600,$100.00,$100.00,1996,N/A,David Tyson,Scottie Nield,Gregg Stanley,Closed,18
15048,Allegheny Hills Golf Course,NY,Allegany,Cuba,9622 Hardys Corners Rd,14727-,,,716-437-2658,$14.00,$12.00,1960,N/A,Conrad Bruckert,Conrad Bruckert,Donna Bruckert,Open,18
15049,Cedars Golf Club,NY,Suffolk,Cutchogue,Cases Ln,11935-,,,516-734-6363,$10.50,$8.50,1963,"25,000 (estimated)",John Dennison,John Dennison,John Dennison,Open,9
15050,North Fork Country Club,NY,Suffolk,Cutchogue,Main Rd,11935-,,,516-734-7758,$60.00,$50.00,1912,N/A,Peter Cowan,Peter Cowan,Rod Dickersen,Closed,18
15051,Eagles Landing Golf Club,NY,Livingston,Dansville,Red Jacket St,14437-,,,716-335-3101,$15.00,$13.00,1898,N/A,Bob SinClair,Bob SinClair,Jerry Clarke,Open,9
15052,Chestnut Hill Country Club,NY,Genesee,Darien Center,1330 Broadway,14040-,,,716-547-3613,$32.00,$25.00,1968,N/A,Michael Proto,Steve Hirst,Michael Kaminski,Open,18
15053,Delhi College Golf Course,NY,Delaware,Delhi,Arbor Hill Rd,13753-,,,607-746-4281,$25.00,$20.00,1963,"16,000 (estimated)",Dave Arehart,Dave Arehart,Tom Kaufman,Open,18
15054,Normanside Country Club,NY,Albany,Delmar,End Of Salisbury Rd,12054-,,proshop@normanside.com,518-439-6204,$35.00,$25.00,1964,"30,000 (estimated)",Tom DeBerry,Jim Boucher,James Kurposka,Reciprocal,18
15055,Delphi Falls Golf Course,NY,Onondaga,Delphi Falls,2127 Oran-Delphi Rd,13051-8606,,,315-662-3611,$15.00,$12.00,1982,N/A,Wayne Mousaw,Wayne Mousaw,Jody Merchant,Open,18
15056,Carlowden Country Club,NY,Lewis,Denmark,Carlowden Rd,13631-,,,315-493-0624,$20.00,$18.00,1925,"14,000 (estimated)",Bill Marilley,Bill Marilley,Rick Maralof,Open,18
15057,Executive Course at Scotts Oquaga Golf Courses,NY,Broome,Deposit,Oquaga Lake Rd,13754-,,,607-467-2447,$12.00,$10.00,,N/A,Ron Drum,Ron Drum,Ron Bowerman,Open,18
15058,Main Course at Scotts Oquaga Golf Courses,NY,Broome,Deposit,Oquaga Lake Rd,13754-,,,607-467-2447,$12.00,$10.00,,N/A,Ron Drum,Ron Drum,Ron Bowerman,Open,18
15059,Rustic Golf & Country Club,NY,Jefferson,Dexter,16451county Route 59,13634-2025,,jcbs@gisco.net,315-639-6800,$17.00,$15.00,1969,"18,500 (estimated)",Angela Janushesky,Ronald Janusheski,Ronald Janusheske,Open,9
15060,Dix Hills Country Club,NY,Suffolk,Dix Hills,527 Half Hollow Rd,11746-,,,631-271-4788,$34.00,$30.00,1954,N/A,Mark Vonavita,Bill Lavin,Noe Cipriano,Open,9
15061,Dix Hills Park Golf Course,NY,Suffolk,Dix Hills,575 Vanderbilt Pkwy,11746-,,,516-499-8005,$34.00,$26.00,,N/A,Sal Silvestrone,Perry DiMattia,Elliott Rogers,Open,9
15062,Hollow Hills Golf Course,NY,Suffolk,Dix Hills,49 Ryder Ave,11746-6128,,hollowhcc@aol.com,631-242-0010,$28.00,$24.00,1969,"23,000 (estimated)",Jeff Denlea,N/A,Jeff Denlea,Open,9
15063,Douglaston Golf Club,NY,Queens,Douglaston,6320 Marathon Pkwy,11362-2300,,,718-224-6566,$39.00,$39.00,1926,"55,000 (estimated)",Bob Arrowood,Helen Finn,Brent Moisa,Open,18
15064,Lakeview Golf Club,NY,Tompkins,Dryden,430 Lake Rd,13053-9745,,,607-844-9173,$15.00,$15.00,1960,N/A,Bob Martin,Bob Martin,Jerry Ryan,Open,9
15065,Shorewood Country Club,NY,Chautauqua,Dunkirk,W Lake Rd,14048-,,,716-366-5197,$30.00,$25.00,1916,N/A,Lorey Campase,Jack Shubert,John Swoyer,Open,18
15066,Brandy Brook Golf Course,NY,Oneida,Durhamville,Foster Corners Rd,13054-4114,,,315-363-9879,$10.00,$10.00,1967,N/A,Joe Kazlauskas,Joe Kazlauskas,Joe Kazlauskas,Open,9
15067,Glen Oak Golf Course,NY,Erie,East Amherst,711 Smith Rd,14051-1102,,,716-688-5454,$45.00,$35.00,1969,"45,000 (estimated)",Colleen Tripi,Mike Clawson,Jerry Barber,Open,18
15068,Transit Valley Country Club,NY,Erie,East Amherst,8920 Transit Rd,14051-1804,,,716-688-7311,$45.00,$45.00,1922,"20,000 (estimated)",Mike Bastin,Tim Fries,Wayne Lamb,Reciprocal,18
15069,Crag Burn Golf Club,NY,Erie,East Aurora,1231 N Davis Rd,14052-9458,,,716-655-0000,$50.00,$45.00,1969,"14,000 (estimated)",Doris Gleisner,Lonnie Nielsen,Ned Booth,Reciprocal,18
15070,East Aurora Country Club,NY,Erie,East Aurora,300 Girdle Rd,14052-,,,716-652-6803,$35.00,$35.00,1916,"24,000 (estimated)",Ric Alberico,Ric Alberico,Drew Thompson,Reciprocal,18
15071,Concord Crest Golf Course,NY,Erie,East Concord,9255 Genesee Rd,14055-9765,,,716-592-7636,$16.00,$16.00,2001,N/A,Gail Ploetz,N/A,Don Ploetz,Open,18
15072,Lakes Pines Course at Colonial Springs Golf Course,NY,Suffolk,East Farmingdale,1 Long Island Ave,11735-,,,516-643-0051,$85.00,$62.00,1995,N/A,Mike Wade,Mike Wade,Jeff Hemphill,Open,27
15073,Pines Valley Course at Colonial Springs Golf Course,NY,Suffolk,East Farmingdale,1 Long Island Ave,11735-,,,516-643-0051,$85.00,$62.00,1995,N/A,Mike Wade,Mike Wade,Jeff Hemphill,Open,27
15074,Valley Lakes Course at Colonial Springs Golf Course,NY,Suffolk,East Farmingdale,1 Long Island Ave,11735-,,,516-643-0051,$85.00,$62.00,1995,N/A,Mike Wade,Mike Wade,Jeff Hemphill,Open,27
15075,Eighteen Hole Course at Maidstone Golf Club,NY,Suffolk,East Hampton,Old Beach Ln,11937-,,,516-324-5530,$175.00,$175.00,1891,N/A,Eden Foster,Eden Foster,Bob Williams,Closed,27
15076,Nine Hole Course at Maidstone Golf Club,NY,Suffolk,East Hampton,Old Beach Ln,11937-,,,516-324-5530,$55.00,$55.00,1891,N/A,Eden Foster,Eden Foster,Bob Williams,Closed,27
15077,Blue Course at Eisenhower Park Golf Course,NY,Nassau,East Meadow,Eisenhower Park,11554-,,,516-794-1875,$40.00,$36.00,1951,N/A,Steve Fedder,Sal Silverstrone,Gene Contino,Only with a Member,54
15078,Red Course at Eisenhower Park Golf Course,NY,Nassau,East Meadow,Eisenhower Park,11554-,,,516-794-1875,$56.00,$48.00,1914,N/A,George Carwin,Mike Wade,Gene Contino,Only with a Member,54
15079,White Course at Eisenhower Park Golf Course,NY,Nassau,East Meadow,Eisenhower Park,11554-,,,516-794-1875,$40.00,$36.00,1950,N/A,Steve Fedder,Sal Silverstrone,Gene Contino,Only with a Member,54
15080,Muttontown Club,NY,Nassau,East Norwich,Route 25 A,11732-1604,,,516-922-7500,$150.00,$150.00,1959,"14,000 (estimated)",Troy Albert,Troy Albert,Mike Jones,Only with a Member,18
15081,Pine Hollow Country Club,NY,Nassau,East Norwich,Route 25a,11732-,,,516-922-0300,$55.00,$35.00,1950,N/A,Gaspar Klamar,Tom Debellis,Jerry Kunkel,Closed,18
15082,Bay Park Golf Course,NY,Nassau,East Rockaway,471 First Ave,11518-,,,516-571-7242,$20.00,$18.00,1970,N/A,Joe Zureck,Joe Zureck,Ed Contino,Open,9
15083,Eighteen Hole Course at Arrowhead Golf Course,NY,Onondaga,East Syracuse,7185 E Taft Rd,13057-9619,,,315-656-7563,$18.00,$18.00,1968,N/A,Dick Snyder,Dick Snyder,Dick Snyder,Open,27
15084,Links at Erie Village,NY,Onondaga,East Syracuse,5900 N Burdick St,13057-9559,,info@erielinks.com,315-656-4653,$28.00,$22.00,1996,"28,000 (estimated)",Robert Gilfoil,Martin Nowicki,Rob Pierpoint,Open,18
15085,Nine Hole Course at Arrowhead Golf Course,NY,Onondaga,East Syracuse,7185 E Taft Rd,13057-9619,,,315-656-7563,$17.00,$17.00,1982,N/A,Dick Snyder,Dick Snyder,Dick Snyder,Open,27
15086,Wa-Noa Golf Club,NY,Onondaga,East Syracuse,6920 Minoa-Bridgeport Rd,13057-9428,,,315-656-8213,$19.00,$19.00,1971,N/A,Walter Matuszak,Joe Campany,Tom Callahan,Open,18
15087,Wheatley Hills Golf Club,NY,Nassau,East Williston,147 E Williston Ave,11596-,,,516-747-7358,$75.00,$75.00,1914,"17,000 (estimated)",Fred Goldman,Doug Mauch,Steve Rabideau,Closed,18
15088,Lake Isle Town Park,NY,Westchester,Eastchester,666 White Plains Rd,10709-,,,914-961-3453,$45.00,$35.00,1926,"40,000 (estimated)",Dave Stevenson,Dave Stevenson,Larry Grasso,Open,18
15089,Leewood Golf Club,NY,Westchester,Eastchester,1 Leewood Dr,10709-5421,,,914-793-5821,$50.00,$35.00,1926,N/A,Mario Dipreta,Brian Crowell,Peter DiRollo,Reciprocal,18
15090,Eden Valley Golf Course,NY,Erie,Eden,10401 Sisson Hwy Route 75,14057-9415,,,716-337-2190,$16.00,$13.00,,N/A,Maria Lalley,Maria Lalley,Peter Carr,Open,18
15091,Heartland Golf Park,NY,Suffolk,Edgewood,1200 Long Island Ave,11717-,,jwfpgapro@yahoo.com,516-667-7400,$15.00,$15.00,1995,"22,000 (estimated)",John Forster,John Forster,Joseph Smith,Open,9
15092,Cobble Hill Golf Course,NY,Essex,Elizabethtown,Court St,12932-,,,518-873-9974,$15.00,$12.00,,N/A,Bruce McPhail,Bruce McPhail,Bruce McPhail,Open,9
15093,Blue Red Course at Nevele Grand Resort and Country Club,NY,Ulster,Ellenville,Nevele Rd,12428-,,cclub@ulster.net,914-647-6000,$75.00,$65.00,N/A,"45,000 (estimated)",Jan Urso,Geoff Walsh,Paul Pritchard,Open,54
15094,Red White Course at Nevele Grand Resort and Country Club,NY,Ulster,Ellenville,Nevele Rd,12428-,http://www.nevele.com,cclub@ulster.net,914-647-6000,$75.00,$65.00,1950,"45,000 (estimated)",Jan Urso,Geoff Walsh,Paul Pritchard,Open,54
15095,Shawangunk Country Club,NY,Ulster,Ellenville,Nevele Rd,12428-,,,914-647-6090,$18.00,$15.00,1926,"34,000 (estimated)",John Durcan,John Durcan,Eric Tokle,Open,9
15096,White Blue Course at Nevele Grand Resort and Country Club,NY,Ulster,Ellenville,Nevele Rd,12428-,,cclub@ulster.net,914-647-6000,$75.00,$65.00,N/A,"45,000 (estimated)",Jan Urso,Geoff Walsh,Paul Pritchard,Open,54
15097,Holiday Valley Resort,NY,Cattaraugus,Ellicottville,Holiday Valley Rd,14731-,,,716-699-2346,$45.00,$38.00,1980,N/A,Dick Eaton,Peter Stransky,Don Wagner,Open,18
15098,Elma Meadows Golf Course,NY,Erie,Elma,1711 Girdle Rd,14059-,,,716-652-5475,$13.00,$11.00,1959,"32,000 (estimated)",Steven Carney,Steven Carney,Ziggy Kucewicz,Open,18
15099,Elmira Country Club,NY,Chemung,Elmira,1538 W Church St,14905-1993,,,607-734-7777,$30.00,$30.00,1897,"20,000 (estimated)",Tim Hildebrand,John Rose,Rob Bressler,Reciprocal,18
15100,Mark Twain Golf Course,NY,Chemung,Elmira,2275 Corning Rd,14903-,,,607-737-5770,$21.00,$21.00,1939,N/A,Jim Edmister,Jim Edmister,Bob Haskins,Open,18
15101,Knollwood Country Club,NY,Westchester,Elmsford,Knollwood Rd,10523-,,,914-592-6182,$65.00,$50.00,1894,N/A,Mike Lopez,"Bob Miller, Jr.",Tim Moore,Reciprocal,18
15102,En-Joie Golf Club,NY,Broome,Endicott,722 W Main St,13760-4548,,ejc@pronetisp.net,607-785-1661,$38.00,$30.00,1927,"32,000 (estimated)",Jeff Marks,Jeff Marks,Robert Miller,Open,18
15103,Binghamton Country Club,NY,Broome,Endwell,1401 Robinson Hill Rd,13760-,http://www.binghamtoncountryclub.com,bcclub@stny.rr.com,607-797-5828,$50.00,$50.00,1921,"21,000 (estimated)",Tom Waxenfelter,Richard Keding,William Murtha,Reciprocal,18
15104,Endwell Greens Golf Club,NY,Broome,Endwell,3675 Sally Piper Rd,13760-1115,,,607-785-4653,$25.00,$20.00,1965,"32,000 (estimated)",Joe Mars,Joe Mars,Matt Hibbard,Open,18
15105,Eagle Vale Golf Course,NY,Monroe,Fairport,4344 Nine Mile Point Rd,14450-8505,http://www.eaglevale.com,proshop@eaglevale.com,585-377-5200,$42.00,$27.00,1986,"38,000 (estimated)",Joe Lombard,Chris DeVincentis,Tom Kurzrock Remelt,Open,18
15106,Island Valley Golf Course,NY,Monroe,Fairport,1208 Fairport Rd,14450-,,,716-586-1300,$17.00,$16.50,1960,"25,000 (estimated)",Nadine Friel,Nadine Friel,Bill Friel,Open,9
15107,Lodge at Woodcliff,NY,Monroe,Fairport,199 Woodcliff Dr,14450-,,,716-248-4880,$20.00,$20.00,1987,N/A,Peter McCrossen,Randy Thomas,Bill Wolner,Open,9
15108,Perinton Golf & Country Club,NY,Monroe,Fairport,1344 Macedon Center Rd,14450-,,,716-223-7651,$20.00,$17.00,,N/A,Pat Rocco,Pat Rocco,Pat Rocco,Open,18
15109,Breezewood Golf Links,NY,Chautuaqua,Falconer,4341 Dean School Rd,14733-,,,716-287-3963,$18.00,$16.00,2001,N/A,Leon Beightol,Troy Beightol,Troy Beightol,Open,9
15110,The Black Course at Bethpage State Park,NY,Nassau,Farmingdale,Bethpage State Park,11735-,,,516-249-4040,$49.00,$39.00,1936,"30,000 (estimated)",David Catalano,Dick Smith,Craig Currier,Open,90
15111,The Blue Course at Bethpage State Park,NY,Nassau,Farmingdale,Bethpage State Park,11735-,,,516-249-4040,$34.00,$29.00,1935,"30,000 (estimated)",David Catalano,Dick Smith,Craig Currier,Open,90
15112,The Green Course at Bethpage State Park,NY,Nassau,Farmingdale,Bethpage State Park,11735-,,,516-249-4040,$34.00,$29.00,1924,"30,000 (estimated)",David Catalano,Dick Smith,Craig Currier,Open,90
15113,The Red Course at Bethpage State Park,NY,Nassau,Farmingdale,Bethpage State Park,11735-,,,516-249-4040,$39.00,$34.00,1935,"30,000 (estimated)",David Catalano,Dick Smith,Craig Currier,Open,90
15114,The Yellow Course at Bethpage State Park,NY,Nassau,Farmingdale,Bethpage State Park,11735-,,,516-249-4040,$34.00,$29.00,1958,"30,000 (estimated)",David Catalano,Dick Smith,Craig Currier,Open,90
15115,Green Lakes State Park,NY,Onondaga,Fayetteville,7000 Green Lakes State Park Rd,13066-9658,,,315-637-0258,$24.00,$20.00,1936,"45,000 (estimated)",Brian Smith,Brian Smith,Dean Burton,Open,18
15116,Lyndon Golf Course,NY,Onondaga,Fayetteville,7054 E Genesee St,13066-,,,315-446-1885,$13.00,$12.00,,N/A,Nick Capozzi,Nick Capozzi,Nick Capozzi,Open,18
15117,Onondaga Golf & Country Club,NY,Onondaga,Fayetteville,7003 E Genesee St,13066-1147,,,315-446-3500,$35.00,$35.00,1901,"21,000 (estimated)",Mark Davies,Russell Schreiber,Eric Holm,Closed,18
15118,Lower Course at Peekn Peak Resort & Conference Center,NY,Chautauqua,Findley Lake,1405 Olde Rd,14736-9648,,info@pknpk.com,716-355-4141,$48.00,$40.00,1973,"50,000 (estimated)",Steve Card,Steve Card,Micky LaSpada,Open,36
15119,Upper Course at Peekn Peak Resort & Conference Center,NY,Chautauqua,Findley Lake,1405 Olde Rd,14736-9648,,info@pknpk.com,716-355-4141,$79.00,$74.00,1993,"50,000 (estimated)",Steve Card,Steve Card,Micky LaSpada,Open,36
15120,Fishers Island Club,NY,Suffolk,Fishers Island,Fishers Island,06390-0605,,,631-788-7223,$50.00,$50.00,1927,"12,000 (estimated)",Dan Colvin,Dan Colvin,Donny Beck,Closed,18
15121,Fishkill Golf Course,NY,Dutchess,Fishkill,Route 9,12524-,,,914-896-5220,$22.00,$22.00,1989,N/A,Jack Villetto,Jack Villetto,Jack Villetto,Open,9
15122,Towers Country Club,NY,Queens,Floral Park,272-86 Grand Central Pkwy,11005-1209,,,718-279-1848,N/A,N/A,1925,"35,000 (estimated)",Bob Guido,Bob Guido,Kevin Macmannis,Closed,18
15123,Flushing Meadows Pitch & Putt Golf Course,NY,Queens,Flushing,Flushing Meadows Corona Park,11368-,,,718-271-8182,$10.00,$9.00,1971,N/A,Jerry Franco,Owen Bailey,Mike Tafet,Open,18
15124,Kissena Park Golf Course,NY,Queens,Flushing,164-15 Booth Memorial Ave,11365-1532,,,718-939-4594,$21.50,$18.00,1934,N/A,Richard Downey,Richie DePaul,Gene Contino,Open,18
15125,Forestburgh Country Club,NY,Sullivan,Forestburgh,80 Tannery Rd,12777-,,golf@forestburgh.com,914-794-6542,$37.00,$33.00,1998,N/A,Steve Han,Steve Han,Gil Han,Open,18
15126,Tri-County Country Club,NY,Chautauqua,Forestville,Route 39,14062-,,,716-965-9723,$45.00,$40.00,1924,"20,000 (estimated)",Allen & Cindy Miller,Allen & Cindy Miller,Peter Gilray,Open,18
15127,Tee-Bird North Course at Tee-Bird Country Club,NY,Saratoga,Fort Edward,30 Reservoir Rd,12828-2111,,,518-792-7727,$18.00,$16.00,1962,N/A,Debbie Irwin,Debbie Irwin,Dan Irwin,Open,27
15128,Tee-Bird South Course at Tee-Bird Country Club,NY,Saratoga,Fort Edward,30 Reservoir Rd,12828-2111,,,518-792-7727,$18.00,$16.00,1992,N/A,Debbie Irwin,Debbie Irwin,Dan Irwin,Open,27
15129,Wedgewood Par 3 Golf Course,NY,Saratoga,Fort Edward,E Rd,12828-3706,,,518-747-0003,$8.50,$8.50,1974,"15,000 (estimated)",Michael Evanico,Michael Evanico,Michael Evanico,Open,9
15130,Antlers Country Club,NY,Montgomery,Fort Johnson,Route 5 W,12070-,,,518-829-7423,$20.00,$17.00,1928,N/A,Kevin Canale,Kevin Canale,Jim Darek,Closed,18
15131,Maple Crest Golf Course,NY,Herkimer,Frankfort,Upper Barringer Rd,13340-,,,315-894-3970,$12.00,$10.00,,"32,500 (estimated)",Joe Pickett,Joe Pickett,Joe Pickett,Open,9
15132,Pine Hills Golf Course,NY,Herkimer,Frankfort,Rd 2 Jones Rd,13340-1209,,,315-733-5030,$13.00,$12.00,1954,N/A,Carl Grygiel,Carl Grygiel,Carl Grygiel,Open,18
15133,Ischua Valley Country Club,NY,Cattaraugus,Franklinville,Route 16,14737-,,,716-676-3630,$15.00,$13.00,1966,N/A,Charlie Bonini,Fred Zillner,Fred Zillner,Open,9
15134,Hillview Golf Course,NY,Chautauqua,Fredonia,4696 Berry Rd,14063-1501,,,716-679-4571,$20.00,$15.00,1936,N/A,Steve Dole,Steve Dole,Steve Dole,Open,18
15135,Thunderhart Golf Course,NY,Greene,Freehold,County Route 67,12431-,,,518-634-7816,$18.00,$18.00,1969,N/A,Pat Nevard,N/A,Jeff Herron,Open,18
15136,Battle Island State Golf Course,NY,Oswego,Fulton,Route 48,13069-4132,,,315-593-3408,$21.00,$17.00,1919,"37,000 (estimated)",Brian Griffin,Brian Griffin,Richard Belowski,Open,18
15137,Galway Golf Course,NY,Schenectady,Galway,Jockey St,12325-2337,,golfclub@usa.net,518-882-9104,$15.00,$12.00,1967,N/A,George Wedekind,George Wedekind,George Wedekind,Open,9
15138,Airway Meadows Golf Course,NY,Saratoga,Gansevoort,262 Brownville Rd.,12831-,,Golf@AirwayMeadowsGolf.com,(518)792-414.,$12.00,$12.00,1999,N/A,James Heber,Bob Pomeroy,Rob Fosmer,Open,18
15139,Cherry Valley Club,NY,Nassau,Garden City,Rockaway Ave & Third St,11530-4315,,,516-741-1980,$65.00,$50.00,1907,"35,000 (estimated)",Tom Baird,Ed Kelly,Chris Caporicci,Closed,18
15140,Garden City Country Club,NY,Nassau,Garden City,206 Stewart Ave,11530-2599,,donbeattypga@aol.com,516-747-2929,$80.00,$60.00,1916,"32,000 (estimated)",Sam Nerses,Don Beatty,Russ Macphail,Closed,18
15141,Garden City Golf Club,NY,Nassau,Garden City,315 Stewart Ave,11530-2797,,,516-746-8360,$80.00,$60.00,1896,"20,000 (estimated)",Gil McNally,Gil McNally,David Pughe,Closed,18
15142,Garrison Golf Club,NY,Putnam,Garrison,Route 9 At Snakehill Road,10524-,,joespivak@garrisongolfclub.com,845-424-4747,$85.00,$65.00,1962,N/A,Chip Allemann,Joseph Spivak,Rich Browne,Open,18
15143,Highlands Country Club,NY,Putnam,Garrison,Route 9d,10524-,,,914-424-3727,$22.00,$18.00,1898,N/A,Ozzie Osborne,Ozzie Osborne,Jeff Newell,Open,9
15144,Livingston Country Club,NY,Livingston,Geneseo,Lakeville Rd,14454-,,,716-243-4430,$30.00,$22.00,1926,"27,000 (estimated)",Jeff Kaye,Jeff Kaye,Brian Smith,Open,18
15145,Big Oak Public Golf Course,NY,Ontario,Geneva,33 Packwood Rd,14456-9313,,,315-789-9419,$17.00,$15.00,1964,N/A,Les Clark,Graham Sharman,Bill Robins,Open,27
15146,Geneva Country Club,NY,Ontario,Geneva,Lochland Rd,14456-,,,315-789-8786,$24.00,$22.00,1890,N/A,John Rossi,John Rossi,Joe Green,Reciprocal,9
15147,Seneca Lake Country Club,NY,Ontario,Geneva,Route 14 S,14456-,,,315-789-4681,$25.00,$25.00,1932,"40,000 (estimated)",Ginger Iannopollo,Ginger Iannopollo,Steve Karwick,Open,18
15148,Meadowgreens Golf Course,NY,Columbia,Ghent,Route 9-H Rd 1,12075-0009,,,518-828-0663,$15.00,$12.00,,N/A,John Kozel,John Kozel,John Kozel,Open,9
15149,Glen Cove Golf Club,NY,Nassau,Glen Cove,Lattingtown Rd,11542-1200,,,516-671-0033,$15.00,$13.00,1970,"50,000 (estimated)",John Simon,Howard Robertson,Carmine Gentile,Open,18
15150,Nassau Country Club,NY,Nassau,Glen Cove,St Andrews Ln,11542-,,,516-676-0554,$75.00,$75.00,1896,"27,000 (estimated)",Frank Keese,Andrew Pohalski,Lyman Lambert,Closed,18
